Date,Sentiment_Score,Prob_Pos,Prob_Neg,News_Volume
"October 13, 2015, Tuesday",-0.061721582,0.23703913,0.2987607,12
"October 13, 2016, Thursday",0.2988104,0.50068945,0.20187907,5
"October 13, 2017, Friday",-0.14691167,0.33308733,0.47999898,6
"October 13, 2018, Saturday",-0.3578278,0.25074074,0.60856855,3
"October 14, 2003, Tuesday",0.27537912,0.48256868,0.20718957,7
"October 14, 2004, Thursday",0.15400845,0.35291895,0.19891049,3
"October 14, 2005, Friday",0.20796733,0.4056772,0.19770987,12
"October 14, 2006, Saturday",0.30278438,0.64106613,0.33828172,3
"October 14, 2007, Sunday",-0.90551966,0.029619794,0.9351395,1
"October 14, 2008, Tuesday",0.09455589,0.44162482,0.34706894,20
"October 14, 2009, Wednesday",0.22874662,0.43565455,0.20690794,10
"October 14, 2010, Thursday",0.20152107,0.3565661,0.15504503,10
"October 14, 2011, Friday",0.266377,0.4609469,0.19456989,9
"October 14, 2012, Sunday",0.897231,0.9317659,0.034534864,2
"October 14, 2013, Monday",0.06777482,0.24612676,0.17835194,9
"October 14, 2014, Tuesday",0.081899665,0.24573678,0.16383712,6
"October 14, 2015, Wednesday",0.15558515,0.3868908,0.2313056,11
"October 14, 2016, Friday",-0.11806376,0.042699162,0.16076292,1
"October 14, 2017, Saturday",-0.2499445,0.09331894,0.34326342,3
"October 14, 2018, Sunday",0.568917,0.5794793,0.010562329,2
"October 14, 2019, Monday",0.17545976,0.384414,0.2089542,13
"October 15, 2003, Wednesday",-0.15920761,0.16506769,0.3242753,7
"October 15, 2004, Friday",-0.37080544,0.08803937,0.45884484,8
"October 15, 2005, Saturday",0.41968554,0.67444,0.25475448,4
"October 15, 2007, Monday",0.1251237,0.47502375,0.34990007,5
"October 15, 2008, Wednesday",0.07097981,0.3967565,0.3257767,18
"October 15, 2009, Thursday",0.3173533,0.49558634,0.17823303,21
"October 15, 2010, Friday",0.23542553,0.41294342,0.17751789,17
"October 15, 2011, Saturday",0.16744623,0.34080523,0.17335898,4
"October 15, 2012, Monday",0.3929145,0.48401183,0.09109734,8
"October 15, 2013, Tuesday",0.1977876,0.48628944,0.28850183,4
"October 15, 2014, Wednesday",0.17933215,0.33016822,0.1508361,13
"October 15, 2015, Thursday",0.23708786,0.4525505,0.21546263,11
"October 15, 2016, Saturday",0.22675504,0.23824811,0.011493064,6
"October 15, 2017, Sunday",-0.30131453,0.18086496,0.4821795,2
"October 15, 2018, Monday",-0.011343415,0.26664233,0.27798575,12
"October 15, 2019, Tuesday",-0.55972654,0.025225008,0.5849516,3
"October 16, 2003, Thursday",0.39830127,0.43212533,0.033824034,6
"October 16, 2004, Saturday",0.0064811376,0.27345854,0.2669774,7
"October 16, 2006, Monday",0.68325317,0.6984771,0.015223932,10
"October 16, 2007, Tuesday",0.3699602,0.49168542,0.12172522,15
"October 16, 2008, Thursday",-0.061531633,0.33252746,0.3940591,17
"October 16, 2009, Friday",-0.11277035,0.31122822,0.42399856,15
"October 16, 2010, Saturday",0.023934603,0.3658384,0.3419038,9
"October 16, 2011, Sunday",0.25255978,0.56302726,0.31046745,7
"October 16, 2012, Tuesday",-0.13326615,0.18190388,0.31517005,14
"October 16, 2013, Wednesday",0.34488103,0.5292099,0.18432887,6
"October 16, 2014, Thursday",0.34399703,0.5226327,0.1786357,5
"October 16, 2015, Friday",0.33774677,0.37539378,0.037647005,7
"October 16, 2016, Sunday",0.12592532,0.28688684,0.16096155,4
"October 16, 2017, Monday",-0.15930818,0.1728627,0.33217084,6
"October 16, 2018, Tuesday",-0.054099448,0.304345,0.35844448,9
"October 16, 2019, Wednesday",-0.18754616,0.17846726,0.36601344,8
"October 17, 2003, Friday",0.024699625,0.28743884,0.2627392,7
"October 17, 2005, Monday",0.77805805,0.7934589,0.015400782,6
"October 17, 2006, Tuesday",0.5339547,0.6513539,0.117399216,5
"October 17, 2007, Wednesday",0.1862182,0.5034885,0.3172703,9
"October 17, 2008, Friday",0.26717007,0.54746836,0.2802983,17
"October 17, 2009, Saturday",0.19106472,0.4278962,0.23683147,5
"October 17, 2010, Sunday",0.051390696,0.18469955,0.13330884,9
"October 17, 2011, Monday",0.35582152,0.5376275,0.18180597,6
"October 17, 2012, Wednesday",-0.016296998,0.2899062,0.3062032,20
"October 17, 2013, Thursday",0.10814024,0.2955599,0.1874197,6
"October 17, 2014, Friday",-0.025512347,0.2763108,0.30182314,5
"October 17, 2015, Saturday",0.1526349,0.28756922,0.13493429,7
"October 17, 2016, Monday",0.8318597,0.87684387,0.044984173,4
"October 17, 2017, Tuesday",0.7338909,0.75351894,0.019628009,4
"October 17, 2018, Wednesday",-0.101131745,0.17698486,0.27811658,7
"October 17, 2019, Thursday",0.21297427,0.258117,0.04514273,3
"October 18, 2003, Saturday",0.032461807,0.3615082,0.3290464,4
"October 18, 2004, Monday",0.208375,0.34208828,0.13371328,5
"October 18, 2005, Tuesday",0.1996406,0.31866673,0.11902614,11
"October 18, 2006, Wednesday",0.199787,0.32834485,0.12855785,7
"October 18, 2007, Thursday",0.29306322,0.54893535,0.25587216,9
"October 18, 2008, Saturday",-0.03188076,0.4615385,0.49341926,10
"October 18, 2009, Sunday",0.9315694,0.953541,0.021971572,1
"October 18, 2010, Monday",0.47919303,0.6133292,0.13413611,8
"October 18, 2011, Tuesday",0.35948864,0.6260523,0.26656368,12
"October 18, 2012, Thursday",-0.018832665,0.29045713,0.30928978,19
"October 18, 2013, Friday",0.4514876,0.49023542,0.038747832,10
"October 18, 2014, Saturday",0.31985712,0.49166864,0.17181149,7
"October 18, 2015, Sunday",-0.046023555,0.018366016,0.06438957,1
"October 18, 2016, Tuesday",0.63007367,0.64010805,0.010034368,4
"October 18, 2017, Wednesday",-0.43766037,0.10119245,0.5388529,3
"October 18, 2018, Thursday",-0.08673182,0.37545186,0.4621837,4
"October 18, 2019, Friday",-0.16013047,0.30673096,0.46686143,4
"October 19, 2004, Tuesday",0.094003886,0.3297996,0.23579574,9
"October 19, 2005, Wednesday",0.13163757,0.25344783,0.12181025,9
"October 19, 2006, Thursday",0.26300782,0.41316584,0.15015803,8
"October 19, 2007, Friday",0.13853206,0.3333915,0.19485945,11
"October 19, 2008, Sunday",0.21931295,0.53043634,0.31112337,6
"October 19, 2009, Monday",0.29443672,0.36272952,0.06829276,3
"October 19, 2010, Tuesday",0.12979865,0.380461,0.2506624,14
"October 19, 2011, Wednesday",0.15989585,0.31288412,0.15298826,9
"October 19, 2012, Friday",0.17226826,0.4408708,0.26860252,14
"October 19, 2013, Saturday",0.2213491,0.25545603,0.03410693,7
"October 19, 2015, Monday",0.08806437,0.50390583,0.41584146,2
"October 19, 2016, Wednesday",0.19349271,0.4679662,0.27447352,4
"October 19, 2017, Thursday",-0.02266702,0.29471514,0.31738213,6
"October 19, 2018, Friday",-0.2620927,0.2805967,0.54268944,8
"October 19, 2019, Saturday",-0.7645598,0.023435896,0.7879957,1
"October 20, 2003, Monday",0.10234366,0.35246518,0.2501215,9
"October 20, 2004, Wednesday",0.4099654,0.51628095,0.10631555,12
"October 20, 2005, Thursday",0.39679408,0.4604306,0.06363651,12
"October 20, 2006, Friday",0.4481195,0.5009345,0.052814983,10
"October 20, 2007, Saturday",0.58944815,0.6803714,0.09092329,5
"October 20, 2008, Monday",-0.105136916,0.21558288,0.32071978,5
"October 20, 2009, Tuesday",0.19914182,0.41884524,0.2197034,10
"October 20, 2010, Wednesday",0.29246628,0.45211032,0.15964402,16
"October 20, 2011, Thursday",0.008301228,0.32706842,0.31876722,14
"October 20, 2012, Saturday",0.34099525,0.4079215,0.06692624,8
"October 20, 2014, Monday",0.42314222,0.45063236,0.027490133,1
"October 20, 2015, Tuesday",-0.02504324,0.22386052,0.24890377,6
"October 20, 2016, Thursday",-0.29312274,0.17553774,0.46866047,13
"October 20, 2017, Friday",-0.07799987,0.30409765,0.3820975,3
"October 20, 2018, Saturday",0.27018982,0.3950981,0.12490828,8
"October 20, 2019, Sunday",0.60939896,0.63397145,0.024572471,3
"October 21, 2003, Tuesday",0.40865034,0.5943903,0.18573998,13
"October 21, 2004, Thursday",0.16077168,0.32863197,0.16786027,8
"October 21, 2005, Friday",0.020191599,0.27557406,0.25538245,11
"October 21, 2006, Saturday",-0.23364042,0.2702513,0.5038917,4
"October 21, 2007, Sunday",0.4419975,0.46196932,0.019971825,2
"October 21, 2008, Tuesday",0.15904395,0.49984518,0.34080124,15
"October 21, 2009, Wednesday",-0.0032322577,0.29642195,0.29965422,7
"October 21, 2010, Thursday",0.47918934,0.6497414,0.17055212,15
"October 21, 2011, Friday",0.30808762,0.4707943,0.16270669,15
"October 21, 2012, Sunday",0.6161122,0.784363,0.16825075,6
"October 21, 2013, Monday",0.38014206,0.4953734,0.11523138,9
"October 21, 2014, Tuesday",0.26550412,0.45848817,0.19298406,11
"October 21, 2015, Wednesday",0.45006657,0.61101085,0.1609443,6
"October 21, 2016, Friday",-0.19747587,0.23399359,0.43146944,9
"October 21, 2017, Saturday",0.29435298,0.33465835,0.04030535,3
"October 21, 2018, Sunday",-0.036577612,0.07523832,0.11181593,1
"October 21, 2019, Monday",-0.8782508,0.015640322,0.8938911,2
"October 22, 2003, Wednesday",0.3404833,0.40316823,0.06268492,16
"October 22, 2004, Friday",0.070798695,0.42169145,0.35089275,13
"October 22, 2005, Saturday",0.28542864,0.46144617,0.17601751,6
"October 22, 2007, Monday",0.22019368,0.38185665,0.16166298,8
"October 22, 2008, Wednesday",0.028906003,0.4198576,0.39095157,27
"October 22, 2009, Thursday",0.19173743,0.4512459,0.25950846,13
"October 22, 2010, Friday",0.2955251,0.55238974,0.25686464,19
"October 22, 2011, Saturday",0.21498452,0.2916509,0.07666639,3
"October 22, 2012, Monday",-0.55683756,0.043711454,0.60054904,3
"October 22, 2013, Tuesday",0.020390164,0.25275788,0.23236771,15
"October 22, 2014, Wednesday",0.1855124,0.39408568,0.20857328,11
"October 22, 2015, Thursday",-0.18738827,0.1124426,0.29983088,4
"October 22, 2016, Saturday",-0.48268256,0.060655564,0.5433381,3
"October 22, 2017, Sunday",0.1478527,0.23809639,0.090243675,5
"October 22, 2018, Monday",-0.24880327,0.14614958,0.39495286,9
"October 22, 2019, Tuesday",-0.17476512,0.2777958,0.4525609,11
"October 23, 2003, Thursday",0.4613124,0.4856904,0.024377996,6
"October 23, 2004, Saturday",-0.19851719,0.023484284,0.22200148,1
"October 23, 2006, Monday",0.2658037,0.42494267,0.15913895,7
"October 23, 2007, Tuesday",0.64881086,0.6989002,0.050089363,4
"October 23, 2008, Thursday",0.10843178,0.44447836,0.33604658,26
"October 23, 2009, Friday",0.04453534,0.40340593,0.35887057,14
"October 23, 2010, Saturday",0.5444096,0.6567762,0.11236655,8
"October 23, 2011, Sunday",0.23773351,0.4968706,0.2591371,8
"October 23, 2012, Tuesday",0.5599572,0.5738489,0.013891729,10
"October 23, 2013, Wednesday",0.20933151,0.43147025,0.22213873,15
"October 23, 2014, Thursday",-0.5062711,0.11184243,0.6181135,5
"October 23, 2015, Friday",0.3178737,0.33314565,0.015271987,6
"October 23, 2016, Sunday",0.04116708,0.28577745,0.24461038,5
"October 23, 2017, Monday",0.030905696,0.1079301,0.07702441,4
"October 23, 2018, Tuesday",0.034588274,0.3517214,0.31713313,12
"October 23, 2019, Wednesday",-0.43585443,0.1808861,0.6167405,6
"October 24, 2003, Friday",0.3593912,0.42332923,0.06393803,9
"October 24, 2005, Monday",-0.055370316,0.33730367,0.392674,12
"October 24, 2006, Tuesday",0.47968292,0.5913524,0.1116695,10
"October 24, 2007, Wednesday",0.39382383,0.42061275,0.026788896,8
"October 24, 2008, Friday",0.059934776,0.40310618,0.3431714,32
"October 24, 2009, Saturday",0.8369117,0.84687155,0.009959835,3
"October 24, 2010, Sunday",-0.041083653,0.2470992,0.28818288,7
"October 24, 2011, Monday",0.22813593,0.49781197,0.26967603,4
"October 24, 2012, Wednesday",0.52553827,0.54706454,0.021526305,11
"October 24, 2013, Thursday",0.20407338,0.4590918,0.2550184,10
"October 24, 2014, Friday",-0.11255563,0.23916243,0.35171807,6
"October 24, 2015, Saturday",-0.13280393,0.16257,0.29537392,7
"October 24, 2016, Monday",0.25273377,0.2847857,0.03205191,7
"October 24, 2017, Tuesday",-0.121104605,0.1433496,0.26445422,8
"October 24, 2018, Wednesday",0.009748791,0.44709352,0.43734476,7
"October 24, 2019, Thursday",-0.464024,0.25050077,0.7145248,4
"October 25, 2003, Saturday",0.2459569,0.4927152,0.24675831,4
"October 25, 2004, Monday",-0.5077602,0.06462727,0.5723875,5
"October 25, 2005, Tuesday",0.37195492,0.6219598,0.25000492,13
"October 25, 2006, Wednesday",0.3461598,0.45630535,0.11014559,10
"October 25, 2007, Thursday",0.095368624,0.30920383,0.21383522,11
"October 25, 2008, Saturday",0.042959124,0.40614277,0.36318362,10
"October 25, 2009, Sunday",-0.96808076,0.006616208,0.974697,2
"October 25, 2010, Monday",0.24952185,0.49795192,0.24843007,8
"October 25, 2011, Tuesday",-0.08095793,0.37051147,0.4514694,13
"October 25, 2012, Thursday",0.40869206,0.45576495,0.047072895,13
"October 25, 2013, Friday",0.3173317,0.42932025,0.11198858,12
"October 25, 2014, Saturday",0.65416855,0.69500095,0.04083241,3
"October 25, 2015, Sunday",0.92211133,0.9504874,0.02837604,1
"October 25, 2016, Tuesday",0.18255568,0.32465324,0.14209756,9
"October 25, 2017, Wednesday",0.7715342,0.84763616,0.076102026,9
"October 25, 2018, Thursday",-0.23392746,0.17517951,0.40910697,7
"October 25, 2019, Friday",0.17897125,0.47914973,0.30017847,4
"October 26, 2004, Tuesday",0.011588401,0.31013212,0.29854372,11
"October 26, 2005, Wednesday",0.21389855,0.39967784,0.18577932,7
"October 26, 2006, Thursday",0.51265717,0.6791393,0.16648212,6
"October 26, 2007, Friday",0.5820376,0.7199951,0.13795747,8
"October 26, 2008, Sunday",0.77330375,0.8366587,0.06335498,8
"October 26, 2009, Monday",0.2608427,0.28847522,0.02763251,5
"October 26, 2010, Tuesday",0.2307898,0.4217294,0.1909396,15
"October 26, 2011, Wednesday",0.27519605,0.44976076,0.1745647,10
"October 26, 2012, Friday",0.0381303,0.36703447,0.32890415,9
"October 26, 2013, Saturday",-0.08396224,0.24505779,0.32902002,4
"October 26, 2014, Sunday",-0.3979213,0.054081332,0.45200264,3
"October 26, 2015, Monday",0.06332147,0.074312784,0.01099131,1
"October 26, 2016, Wednesday",0.13217445,0.45195904,0.3197846,6
"October 26, 2017, Thursday",0.21034466,0.48968127,0.27933663,13
"October 26, 2018, Friday",0.5981754,0.7145795,0.116404094,10
"October 26, 2019, Saturday",-0.02583015,0.47383797,0.49966812,2
"October 27, 2003, Monday",-0.07933731,0.24100074,0.32033804,7
"October 27, 2004, Wednesday",0.24188511,0.4110051,0.16912,7
"October 27, 2005, Thursday",0.2575165,0.4655133,0.20799677,10
"October 27, 2006, Friday",0.35800934,0.566507,0.20849767,13
"October 27, 2007, Saturday",0.16250667,0.4395051,0.27699843,10
"October 27, 2008, Monday",-0.22092827,0.26837662,0.48930487,10
"October 27, 2009, Tuesday",0.08539259,0.40378764,0.31839508,23
"October 27, 2010, Wednesday",-0.078454,0.22630537,0.30475935,19
"October 27, 2011, Thursday",0.09529309,0.33106035,0.23576725,5
"October 27, 2012, Saturday",-0.045618083,0.41769397,0.46331203,9
"October 27, 2013, Sunday",0.61574644,0.63126755,0.015521096,7
"October 27, 2014, Monday",-0.17043875,0.17160861,0.34204733,3
"October 27, 2015, Tuesday",0.18857957,0.43574142,0.24716187,8
"October 27, 2016, Thursday",0.26980245,0.49552387,0.22572139,9
"October 27, 2017, Friday",0.31318837,0.56628025,0.25309184,10
"October 27, 2019, Sunday",0.5995643,0.6309617,0.031397436,3
"October 28, 2003, Tuesday",0.45962843,0.47811565,0.018487174,5
"October 28, 2004, Thursday",-0.24648452,0.32886094,0.57534546,10
"October 28, 2005, Friday",0.5546256,0.67204654,0.11742097,10
"October 28, 2006, Saturday",0.70369077,0.7261575,0.022466753,8
"October 28, 2007, Sunday",0.4570988,0.510148,0.053049188,2
"October 28, 2008, Tuesday",-0.10235822,0.33406833,0.43642655,14
"October 28, 2009, Wednesday",0.59483993,0.6246871,0.029847082,4
"October 28, 2010, Thursday",0.07109625,0.32523844,0.25414217,12
"October 28, 2011, Friday",0.58261913,0.6030241,0.02040501,4
"October 28, 2012, Sunday",-0.18111825,0.15552634,0.33664456,3
"October 28, 2013, Monday",0.3229826,0.33771166,0.014729079,2
"October 28, 2014, Tuesday",-0.024604218,0.29823485,0.32283905,7
"October 28, 2015, Wednesday",-0.2784914,0.05996423,0.3384556,6
"October 28, 2016, Friday",-0.13539524,0.31182405,0.4472193,9
"October 28, 2017, Saturday",-0.16429262,0.3024642,0.46675682,6
"October 28, 2018, Sunday",-0.46692845,0.036048256,0.5029767,2
"October 28, 2019, Monday",-0.1381481,0.3755427,0.5136908,5
"October 29, 2003, Wednesday",0.3206499,0.40844235,0.08779246,15
"October 29, 2004, Friday",0.2750919,0.4362081,0.16111621,7
"October 29, 2005, Saturday",0.6425853,0.79208493,0.14949964,4
"October 29, 2006, Sunday",0.66854995,0.736996,0.068446025,2
"October 29, 2007, Monday",0.27958962,0.47917604,0.19958644,10
"October 29, 2008, Wednesday",0.32677257,0.58075106,0.2539785,4
"October 29, 2009, Thursday",0.18620461,0.37024033,0.1840357,13
"October 29, 2010, Friday",0.24078071,0.45115548,0.21037474,16
"October 29, 2011, Saturday",0.5953852,0.6949564,0.09957123,5
"October 29, 2012, Monday",-0.8493422,0.027016763,0.876359,2
"October 29, 2013, Tuesday",0.2067693,0.46656698,0.25979766,13
"October 29, 2014, Wednesday",-0.03942337,0.24624805,0.2856714,12
"October 29, 2015, Thursday",0.32481506,0.6259642,0.3011491,3
"October 29, 2016, Saturday",0.0047256243,0.17903328,0.17430766,7
"October 29, 2017, Sunday",0.9319377,0.9523239,0.02038622,2
"October 29, 2018, Monday",0.088749394,0.4794429,0.3906935,10
"October 29, 2019, Tuesday",0.04986701,0.39349076,0.3436238,5
"October 30, 2003, Thursday",0.31830686,0.5897884,0.27148154,14
"October 30, 2004, Saturday",0.20039131,0.4710392,0.27064788,11
"October 30, 2006, Monday",0.42032942,0.56445235,0.14412293,14
"October 30, 2007, Tuesday",0.24595985,0.46226874,0.2163089,16
"October 30, 2008, Thursday",0.14925544,0.4080801,0.25882465,19
"October 30, 2009, Friday",0.20948315,0.41013548,0.20065233,14
"October 30, 2010, Saturday",0.34458044,0.50285095,0.15827051,7
"October 30, 2011, Sunday",0.91424423,0.93971556,0.025471358,1
"October 30, 2012, Tuesday",-0.16825947,0.30046096,0.46872047,30
"October 30, 2013, Wednesday",0.21476837,0.24395329,0.029184911,8
"October 30, 2014, Thursday",-0.11760018,0.2780247,0.39562488,7
"October 30, 2015, Friday",0.31150493,0.43008897,0.118584044,11
"October 30, 2016, Sunday",-0.094745606,0.023012081,0.117757685,1
"October 30, 2017, Monday",0.18767269,0.23758386,0.049911167,6
"October 30, 2018, Tuesday",-0.07569445,0.28275362,0.35844806,12
"October 30, 2019, Wednesday",0.07754109,0.40342963,0.32588854,6
"October 31, 2003, Friday",-0.089896396,0.26571277,0.35560915,10
"October 31, 2005, Monday",0.31940904,0.34246358,0.023054548,4
"October 31, 2006, Tuesday",0.44764933,0.61198324,0.16433394,21
"October 31, 2007, Wednesday",0.4199622,0.49908945,0.079127245,6
"October 31, 2008, Friday",0.7105419,0.73424095,0.023699082,6
"October 31, 2009, Saturday",0.6830689,0.82680696,0.14373806,8
"October 31, 2010, Sunday",0.18265967,0.3031684,0.12050871,3
"October 31, 2011, Monday",0.26717612,0.52714294,0.25996682,8
"October 31, 2012, Wednesday",0.19489133,0.20978667,0.014895339,2
"October 31, 2013, Thursday",0.09390581,0.3475744,0.25366864,5
"October 31, 2014, Friday",0.0027018785,0.3394704,0.3367685,6
"October 31, 2015, Saturday",0.30483222,0.5137417,0.20890945,8
"October 31, 2016, Monday",-0.5602311,0.02165853,0.5818896,3
"October 31, 2017, Tuesday",0.3907809,0.6513534,0.2605725,4
"October 31, 2018, Wednesday",0.27543318,0.44505447,0.16962127,9
"October 31, 2019, Thursday",0.40662524,0.57968175,0.1730565,14
"September 01, 2003, Monday",0.2535211,0.36377242,0.110251315,7
"September 01, 2004, Wednesday",0.04761958,0.32377982,0.27616027,7
"September 01, 2005, Thursday",0.37684634,0.487481,0.11063464,11
"September 01, 2006, Friday",-0.069278196,0.16222182,0.23149998,9
"September 01, 2007, Saturday",-0.31738314,0.22535698,0.5427401,5
"September 01, 2008, Monday",0.50558174,0.5285526,0.022970866,8
"September 01, 2009, Tuesday",0.079645656,0.36923316,0.2895875,17
"September 01, 2010, Wednesday",0.18802647,0.3224107,0.13438421,18
"September 01, 2011, Thursday",0.2761705,0.3605364,0.08436589,5
"September 01, 2012, Saturday",0.34162638,0.5038568,0.16223043,4
"September 01, 2013, Sunday",0.034412924,0.28567114,0.25125822,4
"September 01, 2014, Monday",-0.030276991,0.12544556,0.15572256,9
"September 01, 2015, Tuesday",-0.30566487,0.16577163,0.4714365,10
"September 01, 2016, Thursday",0.37225196,0.40808764,0.03583568,3
"September 01, 2017, Friday",0.106174946,0.35133138,0.24515648,6
"September 01, 2018, Saturday",0.019448638,0.34573528,0.32628664,6
"September 01, 2019, Sunday",-0.0840024,0.30329144,0.38729382,3
"September 02, 2003, Tuesday",0.02159107,0.09808572,0.07649465,9
"September 02, 2004, Thursday",0.17996928,0.43290302,0.25293377,13
"September 02, 2005, Friday",0.2778199,0.47415483,0.19633491,9
"September 02, 2006, Saturday",0.21147032,0.34304455,0.13157424,11
"September 02, 2007, Sunday",0.31273642,0.3213303,0.008593897,1
"September 02, 2008, Tuesday",0.342678,0.3883302,0.04565218,10
"September 02, 2009, Wednesday",0.13786794,0.31471685,0.17684889,14
"September 02, 2010, Thursday",0.14052999,0.3983702,0.25784022,21
"September 02, 2011, Friday",0.57350653,0.62014633,0.04663987,3
"September 02, 2012, Sunday",0.19252002,0.5684791,0.3759591,4
"September 02, 2013, Monday",0.23665142,0.4307839,0.19413245,6
"September 02, 2014, Tuesday",0.21132173,0.3955531,0.18423136,12
"September 02, 2015, Wednesday",-0.1225965,0.18584388,0.3084404,10
"September 02, 2016, Friday",-0.25002715,0.11144644,0.3614736,5
"September 02, 2017, Saturday",-0.48976433,0.0230506,0.51281494,2
"September 02, 2018, Sunday",0.3300555,0.35534987,0.025294349,3
"September 02, 2019, Monday",-0.08861349,0.20226869,0.29088217,14
"September 03, 2003, Wednesday",0.106505334,0.13963284,0.03312751,12
"September 03, 2004, Friday",0.0074077197,0.27213243,0.2647247,12
"September 03, 2005, Saturday",0.39826894,0.5190431,0.120774165,10
"September 03, 2006, Sunday",0.24156864,0.25594375,0.014375079,6
"September 03, 2007, Monday",0.39169717,0.50904065,0.11734346,10
"September 03, 2008, Wednesday",0.20380045,0.38065466,0.17685418,12
"September 03, 2009, Thursday",0.33355492,0.44093078,0.10737586,17
"September 03, 2010, Friday",0.06030236,0.3329722,0.27266982,15
"September 03, 2011, Saturday",0.07120574,0.3661376,0.29493183,6
"September 03, 2012, Monday",0.21187147,0.24816763,0.036296144,5
"September 03, 2013, Tuesday",0.23541552,0.35209355,0.11667804,13
"September 03, 2014, Wednesday",-0.057684977,0.21836098,0.27604595,7
"September 03, 2015, Thursday",0.02045961,0.35046828,0.33000866,8
"September 03, 2016, Saturday",0.103518546,0.24696977,0.14345123,8
"September 03, 2018, Monday",-0.33357063,0.06002944,0.39360005,7
"September 03, 2019, Tuesday",0.09900603,0.3649131,0.26590708,11
"September 04, 2003, Thursday",0.05065742,0.13432935,0.08367193,6
"September 04, 2004, Saturday",0.31072795,0.48142302,0.17069505,12
"September 04, 2006, Monday",0.14780696,0.23733789,0.089530915,12
"September 04, 2007, Tuesday",0.09975595,0.3420734,0.24231745,16
"September 04, 2008, Thursday",-0.20506673,0.2928679,0.4979346,7
"September 04, 2009, Friday",0.37126043,0.44262174,0.07136129,15
"September 04, 2010, Saturday",0.4251085,0.5333809,0.10827247,10
"September 04, 2011, Sunday",0.12419091,0.3247087,0.2005178,7
"September 04, 2012, Tuesday",0.016157772,0.36443263,0.34827486,16
"September 04, 2013, Wednesday",0.14100638,0.284818,0.14381161,20
"September 04, 2014, Thursday",0.08344007,0.28056,0.19711989,11
"September 04, 2015, Friday",0.1295311,0.14447072,0.014939625,3
"September 04, 2016, Sunday",0.813965,0.82796687,0.0140018575,3
"September 04, 2017, Monday",-0.10859618,0.19226627,0.30086243,6
"September 04, 2018, Tuesday",-0.88510036,0.010515233,0.8956156,2
"September 04, 2019, Wednesday",0.00072368386,0.27732092,0.2765972,10
"September 05, 2003, Friday",-0.05686389,0.14028676,0.19715065,8
"September 05, 2005, Monday",0.7052326,0.722802,0.01756933,3
"September 05, 2006, Tuesday",0.41622102,0.5160253,0.09980429,13
"September 05, 2007, Wednesday",-0.22087698,0.25267094,0.473548,10
"September 05, 2008, Friday",-0.062287748,0.24403994,0.30632767,10
"September 05, 2009, Saturday",0.23224278,0.40487063,0.17262785,6
"September 05, 2010, Sunday",-0.2102629,0.11622561,0.32648852,6
"September 05, 2011, Monday",-0.099928685,0.24888584,0.34881455,4
"September 05, 2012, Wednesday",0.22525775,0.4145006,0.18924285,17
"September 05, 2013, Thursday",0.13538992,0.28203306,0.14664313,14
"September 05, 2014, Friday",-0.03988723,0.21204887,0.2519361,7
"September 05, 2015, Saturday",-0.17133498,0.09283066,0.26416564,9
"September 05, 2016, Monday",0.12800981,0.13989283,0.011883015,1
"September 05, 2017, Tuesday",0.17124324,0.32709962,0.1558564,8
"September 05, 2018, Wednesday",-0.06602981,0.20766409,0.27369392,5
"September 05, 2019, Thursday",0.42784157,0.4445192,0.016677635,5
"September 06, 2003, Saturday",0.08938409,0.16287017,0.073486075,9
"September 06, 2004, Monday",0.15766978,0.46153948,0.3038697,7
"September 06, 2005, Tuesday",0.27636197,0.29432127,0.017959272,12
"September 06, 2006, Wednesday",0.09812862,0.34731713,0.2491885,12
"September 06, 2007, Thursday",0.06964549,0.32125896,0.2516135,10
"September 06, 2008, Saturday",0.32137012,0.35412183,0.03275172,5
"September 06, 2009, Sunday",-0.394252,0.14155787,0.5358099,5
"September 06, 2010, Monday",0.18295348,0.3615082,0.1785547,10
"September 06, 2011, Tuesday",0.024831118,0.34095833,0.31612724,8
"September 06, 2012, Thursday",-0.008612537,0.23816262,0.24677515,18
"September 06, 2013, Friday",0.44834304,0.59101063,0.14266759,12
"September 06, 2014, Saturday",0.21705818,0.36800617,0.15094796,10
"September 06, 2015, Sunday",0.8842169,0.89414704,0.009930143,2
"September 06, 2016, Tuesday",0.24955544,0.4417438,0.19218835,8
"September 06, 2017, Wednesday",-0.5898709,0.044169556,0.6340405,3
"September 06, 2018, Thursday",0.08312962,0.22415768,0.14102806,3
"September 06, 2019, Friday",-0.049129725,0.19267459,0.24180432,2
"September 07, 2004, Tuesday",0.12745266,0.34262013,0.21516748,10
"September 07, 2005, Wednesday",0.62775344,0.64120877,0.013455339,10
"September 07, 2006, Thursday",0.2967976,0.4341913,0.13739367,8
"September 07, 2007, Friday",0.04439052,0.36906677,0.32467628,14
"September 07, 2008, Sunday",0.2382183,0.43498242,0.19676413,3
"September 07, 2009, Monday",0.3399488,0.5169254,0.17697656,11
"September 07, 2010, Tuesday",0.23687476,0.5226531,0.2857783,21
"September 07, 2011, Wednesday",-0.2771023,0.13229565,0.40939793,7
"September 07, 2012, Friday",-0.11957706,0.28605166,0.40562877,19
"September 07, 2013, Saturday",0.054136425,0.41143784,0.35730144,7
"September 07, 2014, Sunday",0.12438138,0.23829594,0.113914564,4
"September 07, 2015, Monday",-0.050305367,0.34392756,0.3942329,5
